1	0.17476721356312433
2	0.11058906465768814
3	0.160830557346344
4	0.09032366176446278
5	0.07313862567146619
6	0.050297717874248825
7	0.1223494956890742
8	0.0754882941643397
9	0.05241614952683449
10	0.06859186788400014
11	0.07980452602108319
12	0.08307965844869614
13	0.0722560112675031
14	0.04213352253039678
15	0.04870612050096194
16	0.093589898198843
17	0.09596885119875272
18	0.056467207769552864
19	0.05539654071132342
20	0.04556658367315928
21	0.06482358028491338
22	0.05271830906470617
23	0.06060522794723511
24	0.06182183821996053
25	0.05930419017871221
26	0.06861909727255504
27	0.03907329340775808
28	0.04431771611173948
29	0.04275070751706759
30	0.04368316878875097
31	0.035871884475151695
32	0.036902191738287606
33	0.03660705747703711
34	0.0551385742922624
35	0.04375357056657473
36	0.0326683750996987
37	0.04672167698542277
38	0.03147501188019911
39	0.04582070062557856
40	0.03874031454324722
41	0.05419505884250005
42	0.04554340864221255
43	0.043226669232050575
44	0.03654085720578829
45	0.07242656250794728
46	0.037254706025123596
47	0.044405038158098854
48	0.044328601409991585
49	0.03705312808354696
50	0.031920457258820534
